Season,Round,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League
2023-2024,Matchweek 2,2,3,1,0,6,-2,17,-364,-0.3,4,1,2,15,1,0.6,1,Premier_league
2023-2024,Matchweek 2,2,1,4,-4,-3,-5,13,-63,-1.5,17,0,2.6,1,3,1.2,0,Premier_league
2023-2024,Matchweek 3,3,0,2,-0.5,-4,-1,2,-168,-0.1,17,0.5,0.8,2,2,0.8,0,Premier_league
2023-2024,Matchweek 3,3,1,3,2,7.5,6,-3,286,1.6,6,3,2,2,2,0.8,0,Premier_league
2023-2024,Matchweek 3,3,1,3,-1.5,-4,-3.5,2.5,-117,-1.8,13,1.5,0.6,6,1.5,0.4,0,Premier_league
2023-2024,Matchweek 3,3,3,0,0,0,1.5,-1,398,0.5,10,0.5,0.4,18,0,0,1,Premier_league
2023-2024,Matchweek 3,3,0,1,-0.5,-1.5,3,-8.5,-123,0.1,18,0,0.6,13,0,0,0,Premier_league
2023-2024,Matchweek 3,3,3,2,-1,6,1,0.5,97.5,0.6,6,1.5,3,13,1.5,0.6,1,Premier_league
2023-2024,Matchweek 3,3,1,2,0.5,-7,1.5,-4,-28,-0.2,13,1.5,2,2,2,2.2,0,Premier_league
2023-2024,Matchweek 3,3,1,2,-1.5,-8,-4,7.5,-261,-1,18,0,1.2,1,3,2,0,Premier_league
2023-2024,Matchweek 4,4,3,1,0.4,-2.7,0.7,-2.6,126.7,-0.3,2,2.3333333333333335,2,8,2,1.4,1,Premier_league
2023-2024,Matchweek 4,4,3,1,1,7,2.7,1.7,137.7,0.7,6,2,1.8,14,1,1.4,1,Premier_league
2023-2024,Matchweek 4,4,2,5,-0.7,-7.6,-3.7,-5.4,-149.7,-1,14,1,0.6,2,2.3333333333333335,1.4,0,Premier_league
2023-2024,Matchweek 4,4,0,1,0,3.7,1.7,-7,337,0.7,12,1.3333333333333333,1,8,1,0.4,0,Premier_league
2023-2024,Matchweek 4,4,3,2,0,0.7,0.7,-3,-41.4,-0.7,7,1.3333333333333333,1.6,14,1,0.6,1,Premier_league
2023-2024,Matchweek 4,4,2,0,-0.7,1,-1.3,3,-13,-0.8,2,2.3333333333333335,2.2,8,2,0.8,1,Premier_league
2023-2024,Matchweek 4,4,1,2,-1.6,-0.7,-3,-3.4,33.3,-0.9,20,0,0,2,2.3333333333333335,0.8,0,Premier_league
2023-2024,Matchweek 4,4,5,1,1,11,4.7,0.6,276,1.4,1,3,3,12,1.3333333333333333,1.4,1,Premier_league
2023-2024,Matchweek 5,5,3,1,0.7,-4,-1,-6.8,-9.7,0.6,7,1.5,3,8,1.75,1,1,Premier_league
2023-2024,Matchweek 5,5,0,1,-1.5,1.2,1.7,5,-192.7,0.2,18,0.25,0.6,2,2.5,1.4,0,Premier_league
2023-2024,Matchweek 5,5,1,0,0.2,-5,1.3,-3.5,42.5,-0.1,8,1,1.4,20,0,0,1,Premier_league
2023-2024,Matchweek 5,5,1,3,-1.7,-4.5,-4.3,3,-118,-0.3,11,1.5,3,5,2.25,1.8,0,Premier_league
2023-2024,Matchweek 5,5,1,0,-0.2,-1,0.8,0.5,65.5,-0.8,11,0.75,1.4,11,1.5,1.8,1,Premier_league
2023-2024,Matchweek 5,5,2,1,1.5,9.3,4,0.5,242.2,1,2,2.5,1.4,18,0.25,0.6,1,Premier_league
2023-2024,Matchweek 5,5,1,3,-0.5,-4.5,-2,5.8,-313,-0.5,6,2.5,2,1,3,2.4,0,Premier_league
2023-2024,Matchweek 5,5,1,2,-1,-0.2,-0.2,7.5,5,-0.1,16,0.75,2,2,2.5,2.2,0,Premier_league
2023-2024,Matchweek 6,6,1,2,-0.6,-5,-2.4,-4.4,28,-0.1,5,2.6,2,2,2.6,2,0,Premier_league
2023-2024,Matchweek 6,6,1,3,1.2,-1,-1.8,-1.2,28.6,0.1,13,1.2,1.8,15,0.2,1.2,0,Premier_league
2023-2024,Matchweek 6,6,2,1,2.2,5.8,4.2,-2.2,225.6,0.8,4,2.4,1.8,18,0.6,0.8,1,Premier_league
2023-2024,Matchweek 6,6,0,1,0,-4.6,-1.6,-2.8,-50.6,-0.9,15,0.8,0,8,1.2,0.8,0,Premier_league
2023-2024,Matchweek 6,6,0,1,-1.2,2.6,-0.2,-2.4,213,-0.2,14,1,1,6,1.8,0.8,0,Premier_league
2023-2024,Matchweek 6,6,3,1,0,5.2,0.6,-2.2,193.4,0.4,2,2.6,2.6,7,2,1.4,1,Premier_league
2023-2024,Matchweek 6,6,2,0,1.4,8,4.2,-5.4,343.6,1.4,1,3,3,12,1.4,1,1,Premier_league
2023-2024,Matchweek 6,6,0,8,-0.6,-3.6,-0.8,3.8,-152,-0.9,19,0.2,0.8,8,1.2,1.4,0,Premier_league
2023-2024,Matchweek 7,7,5,1,-0.4,-2.4,-2,-0.4,-124.8,0.4,5,2.4,3,5,2.4,1.8,1,Premier_league
2023-2024,Matchweek 7,7,0,4,-0.8,-2.4,-0.8,4.4,-202.2,-0.9,19,0.4,0.4,4,2,1.8,0,Premier_league
2023-2024,Matchweek 7,7,1,2,0.4,-0.8,2.8,2.6,24.6,0.1,16,0.8,0.6,16,0.2,0,0,Premier_league
2023-2024,Matchweek 7,7,0,3,0,-7,-1.6,1.6,-190.4,-1.2,11,1,1.4,11,0.8,0.8,0,Premier_league
2023-2024,Matchweek 7,7,0,1,0.2,3.2,0.2,-2.2,84.4,0.4,10,1.2,2.4,9,1,1,0,Premier_league
2023-2024,Matchweek 7,7,2,0,1,1.4,2,0.6,8.4,0.9,8,1.2,1.4,16,0.8,1.6,1,Premier_league
2023-2024,Matchweek 7,7,2,0,1,0.6,0.4,-0.4,-7.6,0.7,7,1.8,1.8,20,0.2,0.6,1,Premier_league
2023-2024,Matchweek 8,8,1,0,-0.4,-4.6,-2,3.8,-134.4,0,2,2,2,2,2.6,2,1,Premier_league
2023-2024,Matchweek 8,8,1,4,-0.4,-5.6,-2.4,-2.4,-106.8,-1.2,17,0.2,0,11,1.4,1.4,0,Premier_league
2023-2024,Matchweek 8,8,3,0,0.6,4.8,1.6,3,79.2,0.9,14,0.8,0.6,19,0.4,0.2,1,Premier_league
2023-2024,Matchweek 8,8,2,0,0,-1.4,-0.4,1.2,106.6,-0.1,11,1,1.4,20,0.2,0.6,1,Premier_league
2023-2024,Matchweek 8,8,0,1,-1.6,-8.8,-6.6,-2.6,-245.2,-1,17,0.8,0.3,1,2.6,2.6,0,Premier_league
2023-2024,Matchweek 8,8,2,1,0.2,-1.4,1,0.4,48.8,0,9,1.2,1.8,14,0.6,1.4,1,Premier_league
2023-2024,Matchweek 9,9,4,1,0.4,5,1.2,0.6,-9.8,0.4,4,2,3,9,1.4,1.4,1,Premier_league
2023-2024,Matchweek 9,9,1,2,-0.6,3.8,0.6,1.6,-13.4,0.2,19,0.4,0.4,15,0.6,0.8,0,Premier_league
2023-2024,Matchweek 9,9,3,0,0.2,4.4,0.6,2.8,12,0.5,13,0.4,1.2,18,0.2,1.4,1,Premier_league
2023-2024,Matchweek 9,9,3,2,-0.6,1.6,0.4,1.2,109.8,0.4,9,1.4,0.8,4,2.4,2.4,1,Premier_league
2023-2024,Matchweek 9,9,2,0,0.2,-2.2,-0.6,-3.4,142,0.1,3,2.2,2.6,16,1.4,1.6,1,Premier_league
2023-2024,Matchweek 9,9,2,1,0,1.6,1,-1.6,128.2,0.1,2,2,3,6,2,1.8,1,Premier_league
2023-2024,Matchweek 9,9,4,0,1.8,4.6,1.4,-5.4,129.2,1.2,6,2,2,11,1.6,1.6,1,Premier_league
2023-2024,Matchweek 9,9,1,2,-0.4,-3.6,-0.2,2.8,-117,0,20,0.2,0.8,8,1.2,1.2,0,Premier_league
2023-2024,Matchweek 9,9,2,0,1.4,8,4,1.6,28.6,0.7,1,2.6,2,12,1.4,1,1,Premier_league
2023-2024,Matchweek 10,10,5,0,1.4,1.2,0,0.4,86.2,0.5,4,1.8,2,20,0,0,1,Premier_league
2023-2024,Matchweek 10,10,2,0,1.8,4.2,3.4,-1.2,105,0.5,4,2.6,3,18,1,0.8,1,Premier_league
2023-2024,Matchweek 10,10,2,1,0,1,0.4,5,-83.2,0,17,0.2,0.4,19,0.2,0.8,1,Premier_league
2023-2024,Matchweek 10,10,0,2,0.8,-3.4,0.8,0.6,92.4,0.5,9,2,1.4,11,0.8,1.4,0,Premier_league
2023-2024,Matchweek 10,10,3,0,1.2,4.4,0.4,1.8,152.2,1,2,2.2,2.6,14,0.8,0.8,1,Premier_league
2023-2024,Matchweek 10,10,0,3,-0.4,0.8,-1.2,1.8,-41.4,-0.4,8,1.8,1.8,1,2,2,0,Premier_league
2023-2024,Matchweek 10,10,0,1,0,-4.8,0.4,-6.6,-21.2,-0.5,9,0.8,2,14,1.2,1,0,Premier_league
2023-2024,Matchweek 11,11,3,2,0.4,3.4,0.8,2.4,25.6,0.9,10,1.4,1.2,12,0.8,1.4,1,Premier_league
2023-2024,Matchweek 11,11,0,2,0,-2.2,0,-7,61.6,0,19,0,0,10,1.2,1.4,0,Premier_league
2023-2024,Matchweek 11,11,1,0,0.2,4.2,0.8,4.4,-109.8,0.1,13,1.8,0.6,8,1,1.2,1,Premier_league
2023-2024,Matchweek 11,11,0,1,-0.4,-1.4,0,7.4,-42,0,15,1,1.4,7,1.8,1.8,0,Premier_league
2023-2024,Matchweek 11,11,6,1,0.8,3,1.8,-5.2,204.6,0.7,1,2,3,17,0.6,0.2,1,Premier_league
2023-2024,Matchweek 11,11,1,0,1,2.2,2.6,-5.8,56.4,0.8,6,2.2,2.4,4,1.8,1.8,1,Premier_league
2023-2024,Matchweek 11,11,2,0,-2,-4.6,-2.8,2,-13.6,-0.6,13,0.6,1.8,4,2.6,1.4,1,Premier_league
2023-2024,Matchweek 11,11,3,1,-1.2,1,-1.6,0.2,25.4,-0.3,19,0,0.2,16,1.4,1.4,1,Premier_league
2023-2024,Matchweek 11,11,1,5,-0.6,1.8,0.8,2.4,6.6,-0.6,3,2.2,2,8,1.8,1.4,0,Premier_league
2023-2024,Matchweek 12,12,3,1,2,3.4,0.8,3.8,82,0.8,3,1.8,2,19,0,0.8,1,Premier_league
2023-2024,Matchweek 12,12,2,1,1.8,1,1.6,-7.6,-1.2,0.4,3,2,3,15,0.8,0.6,1,Premier_league
2023-2024,Matchweek 12,12,2,0,-1.4,-3.2,-1,3,-130,-1.4,17,0.6,0.8,7,2.2,1,1,Premier_league
2023-2024,Matchweek 12,12,1,0,0.2,-0.2,0.8,-5.8,192.8,0.5,7,0.4,1.6,19,0.6,0,1,Premier_league
2023-2024,Matchweek 12,12,5,4,0.6,-1,-1.4,5,19,1.3,7,2.4,1.2,1,2,2,1,Premier_league
2023-2024,Matchweek 12,12,2,3,-0.4,-4.8,-1.6,-2.2,-26.2,-0.6,11,1.6,1.2,11,1.8,1.4,0,Premier_league
2023-2024,Matchweek 12,12,3,0,-0.2,1.8,-0.4,-0.4,142.2,0,1,1.8,3,11,2,1.4,1,Premier_league
2023-2024,Matchweek 12,12,1,0,0,4.8,2,-3.4,259,0.2,6,1.8,1.2,18,1,0.8,1,Premier_league
2023-2024,Matchweek 12,12,3,2,0.4,1.6,0.2,-7.6,52.6,0.4,10,0.8,1.4,14,1.2,0.8,1,Premier_league
2023-2024,Matchweek 13,13,0,1,-0.4,3,1.8,0.4,-124.4,0.9,11,1.8,1.6,3,1.8,1.8,0,Premier_league
2023-2024,Matchweek 13,13,0,3,0.4,-2.2,-0.8,9,-220.8,-0.2,11,2.4,1.2,6,2.4,1.8,0,Premier_league
2023-2024,Matchweek 13,13,4,2,-0.8,1.6,0,0.2,12,-0.5,14,0.8,1.2,17,1.2,1.4,1,Premier_league
2023-2024,Matchweek 13,13,2,1,-0.4,-0.8,0.4,-1.4,-135.8,-0.5,18,0.4,0.4,11,1,1.4,1,Premier_league
2023-2024,Matchweek 13,13,4,1,-1.6,-5.8,-1.4,-4,-111.6,-1.8,7,1.6,2.4,9,2.4,2,1,Premier_league
2023-2024,Matchweek 13,13,2,3,0.2,0.8,0.4,6.6,-232.2,-0.2,15,1,1.8,7,1,1.2,0,Premier_league
2023-2024,Matchweek 13,13,1,3,-0.4,-1.6,-2.4,4.2,-4.4,-0.2,20,0.6,0.8,16,1.2,0.2,0,Premier_league
2023-2024,Matchweek 13,13,1,2,-0.4,-3.6,-1.4,10.4,63,-0.7,5,1.6,2,3,2,1.4,0,Premier_league
2023-2024,Matchweek 14,14,2,1,0.4,0.4,-1,-7.2,58.6,-0.1,1,1.8,2.4,17,1,0.8,1,Premier_league
2023-2024,Matchweek 14,14,4,1,0.6,7,1.4,-0.6,96,1.5,10,1.8,1.4,18,1,0.8,1,Premier_league
2023-2024,Matchweek 14,14,5,0,-0.4,-1.2,1.2,-12.4,47.2,0,19,0.2,0.2,20,0.6,0,1,Premier_league
2023-2024,Matchweek 14,14,3,2,1.6,4.8,1,7.2,-92.4,1.8,8,1.8,1.2,8,1.4,1.2,1,Premier_league
2023-2024,Matchweek 14,14,2,3,1.8,3.8,2.8,-7,-5.8,0.7,3,2,2.6,5,1,2.2,0,Premier_league
2023-2024,Matchweek 14,14,1,0,0.8,-0.8,0.2,0.2,-22,0.3,6,2,3,7,2.4,2.4,1,Premier_league
2023-2024,Matchweek 14,14,0,1,0.6,0.4,0.4,-1.2,70.8,0.3,15,0.8,1.2,10,1.8,2,0,Premier_league
2023-2024,Matchweek 15,15,1,0,-1.6,-4,-2.4,1.2,-88.6,-0.8,3,2,3,4,1.4,1.4,1,Premier_league
2023-2024,Matchweek 15,15,2,1,-0.4,-4.4,1,-1,235,-1.2,6,1.4,2.2,12,1.8,0.8,1,Premier_league
2023-2024,Matchweek 15,15,0,2,-0.6,-4.2,-3.2,-1,52.6,-0.4,14,1,1.2,15,2,0.8,0,Premier_league
2023-2024,Matchweek 15,15,3,0,-0.4,-0.2,0.4,0.8,-125.4,-0.5,10,2.4,1.2,6,2,1,1,Premier_league
2023-2024,Matchweek 15,15,7,0,0.6,2.4,2.2,0.2,84.2,0.6,12,1,1.8,17,0.6,0.8,1,Premier_league
2023-2024,Matchweek 15,15,3,4,-1.4,-7.2,-1.8,4.6,-260.2,-1.4,18,0.8,1,1,2.4,1.8,0,Premier_league
2023-2024,Matchweek 15,15,0,2,-1.4,-10.2,-6.2,11.4,-205.4,-1.4,20,0.6,0.8,2,1.8,1.4,0,Premier_league
2023-2024,Matchweek 15,15,1,2,0.2,-0.6,1.2,3,47.2,-0.1,5,1,1.4,10,1,0.8,0,Premier_league
2023-2024,Matchweek 15,15,1,0,0,-1.4,-0.6,5.4,-28,0.2,16,0.4,0.8,19,0.8,0.2,1,Premier_league
2023-2024,Matchweek 16,16,1,0,-0.6,-2.8,-0.4,1.6,-78.8,0,2,2,3,3,2.4,1.8,1,Premier_league
2023-2024,Matchweek 16,16,1,2,-0.8,-6.6,-4,5.6,-65.4,-0.4,15,0.8,0.6,1,1.8,1.4,0,Premier_league
2023-2024,Matchweek 16,16,2,0,-1.6,2,-1,-0.8,-137.2,-1,8,2.4,1.8,10,2,2,1,Premier_league
2023-2024,Matchweek 16,16,5,0,1.2,2.6,1.8,1,121.2,0.4,11,1.4,1.8,11,1.6,0.8,1,Premier_league
2023-2024,Matchweek 16,16,1,2,-1.2,-6.2,-2.2,3.4,-273.8,-1.4,18,0.8,1,4,0.8,0.8,0,Premier_league
2023-2024,Matchweek 16,16,0,3,-0.6,0,-2.4,-1.2,89.8,0,8,2,1.4,13,2,1.2,0,Premier_league
2023-2024,Matchweek 16,16,2,0,-0.8,-6.4,-1.4,7.4,-91.4,-1.2,20,0.6,0.6,13,1.2,0.8,1,Premier_league
2023-2024,Matchweek 16,16,4,1,0.4,1.8,2.2,1.8,122.6,-0.1,5,0.8,0.8,7,1.8,1,1,Premier_league
2023-2024,Matchweek 17,17,2,0,0.2,0,-1.8,2.4,-92.8,0.4,2,2.4,2.4,8,2,0.6,1,Premier_league
2023-2024,Matchweek 17,17,4,3,1,8.6,4.4,3.4,78,1.6,12,2.6,1.4,18,0.6,0.8,1,Premier_league
2023-2024,Matchweek 17,17,1,2,-0.6,1.6,-1.6,1,63.8,0.4,14,0.6,1.8,1,2.6,1.6,0,Premier_league
2023-2024,Matchweek 17,17,0,2,-0.2,-3.8,-0.2,-2.2,56.8,-0.9,18,1,0.8,7,2.4,2.4,0,Premier_league
2023-2024,Matchweek 17,17,3,0,1.6,3.6,2.6,-3.2,126.8,0.8,8,1.4,1.8,20,0.6,0,1,Premier_league
2023-2024,Matchweek 17,17,3,0,-2.8,-0.8,-3,-1,-162,-0.7,6,1.2,3,12,2,0.6,1,Premier_league
2023-2024,Matchweek 17,17,0,2,-1.2,-7.8,-4,-4,-194.8,-1,17,0.2,1,4,1.4,2.2,0,Premier_league
2023-2024,Matchweek 17,17,3,0,0,1.4,0.4,2,-40.6,0.2,11,1.6,1.6,16,1,0.8,1,Premier_league
2023-2024,Matchweek 18,18,1,2,1,4.4,1.8,-2.8,47.2,0.4,1,2.6,3,20,0.6,0,0,Premier_league
2023-2024,Matchweek 18,18,0,2,2.4,1,3,3.2,151.2,1.2,13,2,2.4,18,1,0.2,0,Premier_league
2023-2024,Matchweek 18,18,1,0,0.2,-10.4,-2.2,1.4,-223.2,-1.5,18,0.6,0.8,6,1.8,0.4,1,Premier_league
2023-2024,Matchweek 18,18,1,0,0.2,1.4,2,-7.2,179.8,-0.3,5,1,1.6,14,0.6,0.6,1,Premier_league
2023-2024,Matchweek 18,18,2,3,-2.2,-5.2,-5,0.2,11.4,-1.1,17,0.2,0.8,12,2.6,1.8,0,Premier_league
2023-2024,Matchweek 18,18,2,1,0.6,4.2,2.6,3.2,277.8,0.4,4,1.8,1.2,7,2.4,2.4,1,Premier_league
2023-2024,Matchweek 18,18,2,0,0.4,-3.8,0.8,-2.2,-32.4,-0.4,7,1.6,1.6,11,1,2,1,Premier_league
2023-2024,Matchweek 18,18,2,1,-0.8,-5.6,-1.4,-2.4,-89.4,-1.1,16,0.8,1.4,10,1.4,1.4,1,Premier_league
2023-2024,Matchweek 19,19,0,2,0.2,7.8,1.2,1.4,117.6,0.5,3,2,3,6,2,0.8,0,Premier_league
2023-2024,Matchweek 19,19,3,0,-0.2,0.4,-0.6,-1.2,-201.6,0.1,11,2.6,2,13,1.4,0.4,1,Premier_league
2023-2024,Matchweek 19,19,1,4,0.2,2,-0.6,5.6,-41.8,0.7,15,0.6,1.8,14,1.4,0.6,0,Premier_league
2023-2024,Matchweek 19,19,4,2,-1.2,-0.6,-0.6,-4.2,51.6,-0.7,6,1,1.8,5,2.4,2.2,1,Premier_league
2023-2024,Matchweek 19,19,0,2,0,-8.8,-3.2,-0.8,-187.6,-0.7,19,1.4,0.8,1,1.8,1.8,0,Premier_league
2023-2024,Matchweek 19,19,2,1,0.8,7.8,2.8,-5.6,283.8,1,8,1.4,2.4,15,0.6,1,1,Premier_league
2023-2024,Matchweek 19,19,1,3,0.4,-2.4,-0.8,4.4,-311.2,0,11,2.4,2.4,2,1.4,1.2,0,Premier_league
2023-2024,Matchweek 19,19,3,2,-1,1,-1.2,0.8,36.6,0.5,9,0.4,1.4,3,2,1.6,1,Premier_league
2023-2024,Matchweek 19,19,1,3,0.4,7,2.4,-3.2,175.2,1.3,9,1.2,3,17,0.2,0.4,0,Premier_league
2023-2024,Matchweek 19,19,2,1,-1,1.2,-0.2,6.4,13.4,0.1,18,1.2,1.2,19,0.6,0.2,1,Premier_league
2023-2024,Matchweek 20,20,3,2,0.8,4.2,2.4,-5.6,88.8,0.7,3,1.8,2.4,19,0.8,0.8,1,Premier_league
2023-2024,Matchweek 20,20,3,1,0.4,1.2,0.4,-0.2,-85.4,0.2,15,0.4,0.4,17,0,0.6,1,Premier_league
2023-2024,Matchweek 20,20,2,1,1,-5.8,0.2,-0.2,79,-0.3,13,1.2,1.8,5,1.4,1.4,1,Premier_league
2023-2024,Matchweek 20,20,4,2,0.4,2.6,1.6,2,57.6,-0.6,1,2.2,1.8,9,0.6,0.2,1,Premier_league
2023-2024,Matchweek 20,20,2,5,0.2,-8.2,-1,-1,-397.4,-1.5,19,0.6,1.4,6,1.4,0.8,0,Premier_league
2023-2024,Matchweek 20,20,2,0,0.4,4.4,4,-11.2,349,0.2,2,2,1.6,18,1.8,0.6,1,Premier_league
2023-2024,Matchweek 20,20,2,1,0.2,-5,-1.6,1.6,-193.6,-0.3,16,0.8,0.6,9,1,1.4,1,Premier_league
2023-2024,Matchweek 20,20,3,1,-0.8,4.8,1.8,5,194,0.6,4,1.8,1.2,11,3,2.4,1,Premier_league
2023-2024,Matchweek 20,20,3,0,-0.2,-1.6,-1,1.8,173.4,-0.6,14,2,1.8,11,1.8,2.4,1,Premier_league
2023-2024,Matchweek 21,21,5,0,-0.8,9.2,1.2,-2.2,233,0.5,4,0.8,2.4,15,1,1,1,Premier_league
2023-2024,Matchweek 21,21,0,4,1,-4.2,-1.8,-3,-142,-0.9,12,2.4,2.6,1,2.2,2.2,0,Premier_league
2023-2024,Matchweek 21,21,4,2,-1,-1.8,0.4,-3.6,141,-0.4,15,0,1.2,17,1.4,0.8,1,Premier_league
2023-2024,Matchweek 21,21,2,0,0.8,3,1,3.4,110.8,1.5,6,1.8,2.4,13,1.2,0.4,1,Premier_league
2023-2024,Matchweek 21,21,2,3,-0.6,-5.8,-3,7.8,-253.8,-0.1,10,0.6,2.4,2,2.6,1.8,0,Premier_league
2023-2024,Matchweek 22,22,1,2,0,-1.2,-0.6,-7.8,21.4,-0.3,5,1.4,2.4,10,0.6,0,0,Premier_league
2023-2024,Matchweek 22,22,4,1,-0.4,4.8,2.2,2.8,-99.8,-0.3,1,2.2,1.8,6,2.4,0.8,1,Premier_league
2023-2024,Matchweek 22,22,4,0,0.6,-1,-0.2,2.2,-275,-0.3,18,0.8,1.2,8,1.2,1,1,Premier_league
2023-2024,Matchweek 22,22,3,1,1.2,12,5.4,-9.2,468,1.6,2,2.6,1.6,20,0.8,0.8,1,Premier_league
2023-2024,Matchweek 22,22,1,2,0,-8.4,-2.4,6.6,-225.2,-0.6,17,1.2,0.6,3,1.4,1.4,0,Premier_league
2023-2024,Matchweek 22,22,4,3,0.8,5.8,2,2,115.4,0.6,3,2,1.8,16,0.6,0,1,Premier_league
2023-2024,Matchweek 22,22,3,4,0.6,2,1,3.8,-16.6,0.5,14,2,2.2,8,1,0.8,0,Premier_league
2023-2024,Matchweek 23,23,3,0,-1.2,-1.8,-4.4,-6.2,78.4,-1,3,1.4,2.4,2,2.6,2.6,1,Premier_league
2023-2024,Matchweek 23,23,2,3,-0.6,-10.4,-3.4,7.4,-344.2,-0.8,16,0.6,1.2,1,3,1.8,0,Premier_league
2023-2024,Matchweek 23,23,4,1,-0.6,2.4,0.6,-5,259.8,0.9,7,1.2,2.2,15,1,0.4,1,Premier_league
2023-2024,Matchweek 23,23,3,0,0.6,3.4,1.8,-3,75.8,0,7,1.4,1.6,9,1.8,1.6,1,Premier_league
2023-2024,Matchweek 23,23,0,5,0.4,0.4,-0.4,13.2,-125.4,0.1,19,1.6,1.4,4,0.8,1.6,0,Premier_league
2023-2024,Matchweek 24,24,1,2,-0.4,1,0,-7.6,70.4,0.7,5,1.4,1.8,7,2,0.8,0,Premier_league
2023-2024,Matchweek 24,24,1,3,-1,-2.6,0,0.4,-205.4,-1.6,16,0.8,1,6,2,0.8,0,Premier_league
2023-2024,Matchweek 24,24,3,1,-0.4,2.2,2,-4.4,108,-0.4,12,1,2,12,1,2,1,Premier_league
2023-2024,Matchweek 24,24,3,1,1.6,10.2,4.8,0.6,285.6,1.6,2,2.4,1.8,20,0.4,0.8,1,Premier_league
2023-2024,Matchweek 24,24,1,5,1,-1,1.8,-3.8,11.2,0.1,19,1,1.2,18,1,0.8,0,Premier_league
2023-2024,Matchweek 24,24,2,0,2.2,9.4,6.8,-11.6,497.2,0.7,1,3,2,11,0.6,1.4,1,Premier_league
2023-2024,Matchweek 24,24,2,3,-0.4,-3.2,-0.8,1,-7.6,-0.7,17,1.4,0.6,8,0.8,0.6,0,Premier_league
2023-2024,Matchweek 24,24,3,1,1,2.2,0.2,4.8,-116,0.2,4,1.6,2.4,8,1.6,0.4,1,Premier_league
2023-2024,Matchweek 24,24,0,6,-1.2,-8,-2.8,4.2,-197,-1.1,10,1.2,1.8,3,1.8,1.4,0,Premier_league
2023-2024,Matchweek 24,24,0,2,0.4,-0.6,0.4,2.8,-41.8,0.1,14,1.6,2,15,0.6,0,0,Premier_league
2023-2024,Matchweek 25,25,1,4,-0.6,-9.8,-3,0,-173.6,-1.2,15,1.2,1.2,1,2.4,2.4,0,Premier_league
2023-2024,Matchweek 25,25,0,5,-2,-8.2,-1.6,0.2,-322.2,-1.3,20,0.4,1,3,2.4,1.4,0,Premier_league
2023-2024,Matchweek 25,25,1,2,-0.6,-1,-1.4,5,-24,-0.8,13,1.6,2,4,1.4,1.6,0,Premier_league
2023-2024,Matchweek 25,25,1,2,0,1.4,1,-1.2,34.4,0.7,19,1,1.2,6,2,1.4,0,Premier_league
2023-2024,Matchweek 25,25,2,0,1,-1.6,0.8,-0.2,-21.4,-0.4,16,0.8,0.6,10,0.6,1.4,1,Premier_league
2023-2024,Matchweek 25,25,0,4,1,-0.4,-0.2,5,-320.4,0.3,18,1,1.4,8,1,0.4,0,Premier_league
2023-2024,Matchweek 25,25,1,2,1,2.4,1.4,1.6,88.4,0.5,4,2.2,3,14,1,1,0,Premier_league
2023-2024,Matchweek 26,26,3,1,1.6,5.2,1.8,-3.6,155,0.9,3,3,2.4,9,1.6,1.2,1,Premier_league
2023-2024,Matchweek 26,26,4,2,0.2,3.2,1.4,-9.6,101,0.6,4,1.4,1.2,17,0.8,1,1,Premier_league
2023-2024,Matchweek 26,26,0,1,-1.4,-10.4,-4.6,8.4,-381.8,-0.7,14,0.6,1.6,2,2.6,2.4,0,Premier_league
2023-2024,Matchweek 26,26,2,0,-0.4,-2.2,-1.4,-2,20.2,0,6,1.6,2.6,5,1.6,1.6,1,Premier_league
2023-2024,Matchweek 26,26,3,0,0.2,0.8,0.6,2.2,65.4,-0.5,15,0.4,1,20,0.4,0.8,1,Premier_league
2023-2024,Matchweek 26,26,4,1,0.8,1.6,2.2,3.2,93.4,0.1,1,2.4,2.2,19,1,0.4,1,Premier_league
2023-2024,Matchweek 26,26,1,3,1.4,0.6,0.2,4.6,-86.8,0.4,7,2.6,1.6,11,1,0.4,0,Premier_league
2023-2024,Matchweek 26,26,4,3,-1.8,-0.4,-3.4,0.8,64.8,-0.6,9,0.4,1.6,16,1.2,0.6,1,Premier_league
2023-2024,Matchweek 26,26,1,0,-0.4,1,1.4,-2.4,56.2,-0.2,13,1,1.4,18,1,1.4,1,Premier_league
2023-2024,Matchweek 27,27,0,2,-0.2,-5.8,-1.6,-3.6,-91.2,-0.6,20,0.2,0.4,12,0.6,1,0,Premier_league
2023-2024,Matchweek 27,27,1,3,-0.2,0,-0.8,0.8,-95.4,0.6,13,0.8,1.2,8,0.8,0.8,0,Premier_league
2023-2024,Matchweek 27,27,3,0,-0.2,1.8,0.6,-5.4,-174.2,0,11,1.6,1.4,8,1.4,1,1,Premier_league
2023-2024,Matchweek 27,27,2,3,-0.4,0.8,-1.2,5.4,-51.8,-0.4,19,0.8,1.2,4,1.8,2,0,Premier_league
2023-2024,Matchweek 27,27,3,1,-0.4,2.8,0,-5.8,299.2,-0.1,2,2.6,2.6,7,2.4,1.8,1,Premier_league
2023-2024,Matchweek 27,27,3,0,0.6,-2.2,-0.6,-2.8,-28,0,8,1.6,1,14,1.4,1.6,1,Premier_league
